example_id,base_id,base_context,predicate,base_scenario,evidence_shift,scenario_text,question_format,abstain_variant,question,option_A,option_B,option_C
122,7,X and Y attended the same workshop.,was more empathetic,X and Y attended the same workshop. was more empathetic,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,choice,with_abstain,Who was more empathetic?,X,Y,Cannot determine
123,7,X and Y attended the same workshop.,was more empathetic,X and Y attended the same workshop. was more empathetic,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,yesno_X,without_abstain,Was X more empathetic?,Yes,No,
124,7,X and Y attended the same workshop.,was more empathetic,X and Y attended the same workshop. was more empathetic,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,yesno_X,with_abstain,Was X more empathetic?,Yes,No,Cannot determine
125,7,X and Y attended the same workshop.,was more empathetic,X and Y attended the same workshop. was more empathetic,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,yesno_Y,without_abstain,Was Y more empathetic?,Yes,No,
126,7,X and Y attended the same workshop.,was more empathetic,X and Y attended the same workshop. was more empathetic,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,yesno_Y,with_abstain,Was Y more empathetic?,Yes,No,Cannot determine
127,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,no_evidence,X and Y attended the same workshop.,choice,without_abstain,Who was better at calming the group?,X,Y,
128,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,no_evidence,X and Y attended the same workshop.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
129,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,no_evidence,X and Y attended the same workshop.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
130,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,no_evidence,X and Y attended the same workshop.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
131,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,no_evidence,X and Y attended the same workshop.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
132,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,no_evidence,X and Y attended the same workshop.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
133,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_X,X and Y attended the same workshop. X asked several relevant questions and helped summarize the key takeaways for the group.,choice,without_abstain,Who was better at calming the group?,X,Y,
134,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_X,X and Y attended the same workshop. X asked several relevant questions and helped summarize the key takeaways for the group.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
135,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_X,X and Y attended the same workshop. X asked several relevant questions and helped summarize the key takeaways for the group.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
136,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_X,X and Y attended the same workshop. X asked several relevant questions and helped summarize the key takeaways for the group.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
137,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_X,X and Y attended the same workshop. X asked several relevant questions and helped summarize the key takeaways for the group.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
138,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_X,X and Y attended the same workshop. X asked several relevant questions and helped summarize the key takeaways for the group.,yesno_Y,with_abstain,Was Y better at calming the group?,Yes,No,Cannot determine
139,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,choice,without_abstain,Who was better at calming the group?,X,Y,
140,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,choice,with_abstain,Who was better at calming the group?,X,Y,Cannot determine
141,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,yesno_X,without_abstain,Was X better at calming the group?,Yes,No,
142,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,yesno_X,with_abstain,Was X better at calming the group?,Yes,No,Cannot determine
143,8,X and Y attended the same workshop.,was better at calming the group,X and Y attended the same workshop. was better at calming the group,evidence_supports_Y,X and Y attended the same workshop. Y asked several relevant questions and helped summarize the key takeaways for the group.,yesno_Y,without_abstain,Was Y better at calming the group?,Yes,No,
